,2,3,4,1,10,9,8,5,12,11,7,6,13,14,15,16,17,18,19,20,21,22,23,25,24,38,36,33,35,34,40,26,37,27,31,32,28,39,29,30,42,41,43,46,45,44,47,48,49,50,51,53,71,70,54,72,52,73,77,74,68,69,76,75,55,78,56,67,66,79,65,80,64,58,62,57,63,59,81,82,60,83,61,84,85,86,87,89,88,90,91,93,92,94,95,98,97,96,109,110,105,108,106,103,104,107,102,99,101,111,112,114,100,113,115,116,117,121,120,122,119,124,123,126,127,118,125,128,129,130,131,132,133,134,137,136,135,138,139,140,142,141,146,147,144,143,145,148,149,150,152,151,153,154,155,157,159,161,160,163,166,156,165,162,158,175,164,178,176,167,184,177,180,182,170,183,185,169,188,174,179,171,181,186,173,187,190,168,172,192,191,189,194,193
MYC_LMAN1,5.693862476780716,5.0563244044852125,5.193903862445741,4.979364404330583,5.760378066785131,5.686769101472566,5.493917182010674,4.692108823628344,6.074075384055253,5.87553389283033,5.3505487307025925,5.062859063415581,5.797664490601131,5.608985384025599,5.650484928317474,5.504115916304687,5.532958769067041,5.6249496010687485,5.573827782855296,5.419885369109927,5.749062290231067,5.839327620537637,5.793026163570734,5.603020467322463,5.784906819135778,5.2373744384519325,5.213683390607979,5.208788631327228,5.192343890469803,5.09645668783601,-inf,5.803574356926817,5.157441526316143,5.744377582746044,5.324190484603207,5.257905302790292,5.611044744067699,-inf,5.36506355342712,5.039667596546648,-inf,-inf,5.332795346740748,4.932297805306377,5.184721387884332,5.1850318039890855,5.025696471596754,5.060781319488963,5.081322540242635,4.9453144287109225,4.782028939208577,5.1295746369577255,5.053163803019706,5.1290146440322015,5.368111993073923,5.085153166447127,4.792816278101509,5.009852194061625,4.998981937618551,5.025801434772162,5.355730190344272,5.234362557118833,4.865839553912971,4.938947885887593,5.196079509022407,5.302263440250366,5.082012600800455,5.254228738474339,5.219068305730626,5.216701000551439,5.195338211191883,5.319147165944584,5.147547821502656,5.203759558770854,4.927696263586747,5.01826153716653,5.001195630664603,5.174308492225064,5.246850934411372,5.2337550073943255,4.9901729708443705,5.278423374903396,4.832746443205673,5.189766287649317,4.57650873351607,5.044459505094509,5.066093183758023,5.054071783047475,4.997338670622362,5.032552400583781,5.016912357403264,5.2753848273692325,5.089099149750996,5.283369047821156,5.359626276680548,5.776640616202555,5.496422732021757,5.412469558082901,5.328668615767488,5.265971343537571,5.320503524933171,5.259699538949467,5.2265925606962,5.226351642904165,5.392796958827642,5.258414659387678,5.094220958328117,-inf,5.243056304167239,5.164970184852363,5.335094114639008,5.260919044537993,-inf,5.391711292243468,5.27328102427238,5.189030188029959,5.418181720196484,-inf,5.071681704107654,-inf,4.917711673284555,-inf,-inf,-inf,-inf,5.297526743862687,4.954918364802999,5.0031475772026806,5.3583566192997685,5.427567704661908,5.232936739507633,5.246300984635533,5.480946558909317,5.523926294950415,5.25995045746243,5.218349210249399,5.342158527972823,5.196394279334839,5.335617704865278,5.6061511753426085,5.498870786474204,5.447802402160719,-inf,-inf,3.742385349438341,5.631377209605644,-inf,-inf,-inf,5.261895969202266,5.428411597150024,5.490174917425395,5.458575511985236,5.40214232834798,5.611188675546159,5.396847871002419,5.216846825535537,4.552015738853903,4.9037378042132085,-inf,4.571268144962295,5.527012335581889,4.6177784286350505,-inf,5.197429662228262,5.249310999501813,4.513609455265084,-inf,5.23014572745883,4.745655951369501,-inf,5.2924750289900855,5.157658822148357,5.224129013272743,5.189048724416455,-inf,4.991482624051471,5.287937300165129,-inf,5.299562189469403,5.11082919130977,5.314778227750201,-inf,4.937728638566278,5.340990215619678,-inf,-inf,5.199901617440065,5.340253749267698,4.54505341974658,4.688154181724876,4.938334997482918,5.095349628762592,4.50584651121554
